timestamp,machine,gpu_name,driver,cuda_compat,sm_clock_mhz,mem_clock_mhz,compute_mode,ecc,mig,clocks_locked,toolkit,git_commit,git_dirty,kernel,variant,mode,shape,dtype,bytes,flops,samples,min_ms,p10_ms,median_ms,p90_ms,max_ms,achieved_gbps,achieved_tflops
2026-09-15T04:08:00+00:00,h200,NVIDIA H200,595.71.05,,1980,3201,Default,Enabled,Disabled,no,13.3,fbe8733ad486ff4224df7b2eef66f247e57ee404,no,00-template,baseline,cold,n=67108864,fp32,805306368,134217728,50,0.236480,0.236576,0.236800,0.238022,0.238304,3400.787,0.5668
2026-09-15T04:08:00+00:00,h200,NVIDIA H200,595.71.05,,1980,3201,Default,Enabled,Disabled,no,13.3,fbe8733ad486ff4224df7b2eef66f247e57ee404,no,00-template,baseline,hot,n=67108864,fp32,805306368,134217728,50,0.229973,0.230034,0.230074,0.230188,0.230298,3500.206,0.5834
2026-09-15T04:08:00+00:00,h200,NVIDIA H200,595.71.05,,1980,3201,Default,Enabled,Disabled,no,13.3,fbe8733ad486ff4224df7b2eef66f247e57ee404,no,00-template,optimized,cold,n=67108864,fp32,805306368,134217728,50,0.195264,0.196733,0.197088,0.197709,0.198432,4086.024,0.6810
2026-09-15T04:08:00+00:00,h200,NVIDIA H200,595.71.05,,1980,3201,Default,Enabled,Disabled,no,13.3,fbe8733ad486ff4224df7b2eef66f247e57ee404,no,00-template,optimized,hot,n=67108864,fp32,805306368,134217728,50,0.190806,0.190965,0.191165,0.191322,0.191493,4212.625,0.7021
