timestamp,machine,gpu_name,driver,sm_clock_mhz,mem_clock_mhz,compute_mode,ecc,mig,clocks_locked,toolkit,git_commit,git_dirty,kernel,variant,mode,shape,dtype,bytes,flops,samples,min_ms,p10_ms,median_ms,p90_ms,max_ms,achieved_gbps,achieved_tflops
2026-09-14T12:04:26+00:00,h20,NVIDIA H20-3e,590.44.01,1980,3201,Default,Enabled,Disabled,no,13.3,dfa81530b05f33656a3e1f313ceb2563cc62fbee,no,01-execution-model,read,cold,buf=256MiB,fp32,268435456,0,30,0.079328,0.079930,0.080912,0.081501,0.082016,3317.622,0.0000
2026-09-14T12:04:26+00:00,h20,NVIDIA H20-3e,590.44.01,1980,3201,Default,Enabled,Disabled,no,13.3,dfa81530b05f33656a3e1f313ceb2563cc62fbee,no,01-execution-model,read,hot,buf=256MiB,fp32,268435456,0,30,0.067558,0.067695,0.067886,0.068028,0.068101,3954.209,0.0000
2026-09-14T12:04:26+00:00,h20,NVIDIA H20-3e,590.44.01,1980,3201,Default,Enabled,Disabled,no,13.3,dfa81530b05f33656a3e1f313ceb2563cc62fbee,no,01-execution-model,copy,cold,buf=256MiB,fp32,536870912,0,30,0.140480,0.141306,0.142192,0.143114,0.143904,3775.676,0.0000
2026-09-14T12:04:26+00:00,h20,NVIDIA H20-3e,590.44.01,1980,3201,Default,Enabled,Disabled,no,13.3,dfa81530b05f33656a3e1f313ceb2563cc62fbee,no,01-execution-model,copy,hot,buf=256MiB,fp32,536870912,0,30,0.136451,0.136510,0.136650,0.136760,0.136827,3928.803,0.0000
2026-09-14T12:04:26+00:00,h20,NVIDIA H20-3e,590.44.01,1980,3201,Default,Enabled,Disabled,no,13.3,dfa81530b05f33656a3e1f313ceb2563cc62fbee,no,01-execution-model,write,cold,buf=256MiB,fp32,268435456,0,30,0.065152,0.065338,0.066336,0.067149,0.068448,4046.603,0.0000
2026-09-14T12:04:26+00:00,h20,NVIDIA H20-3e,590.44.01,1980,3201,Default,Enabled,Disabled,no,13.3,dfa81530b05f33656a3e1f313ceb2563cc62fbee,no,01-execution-model,write,hot,buf=256MiB,fp32,268435456,0,30,0.062115,0.062209,0.062336,0.062463,0.062566,4306.267,0.0000
